PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,CRASH_DATE_x,SEX,AGE,SAFETY_EQUIPMENT,PEDPEDAL_ACTION,PEDPEDAL_LOCATION,BAC_RESULT,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,CRASH_TYPE,STREET_NAME,LATITUDE,LONGITUDE,LOCATION
O1587044,BICYCLE,01185eb4d8bc98c6505e54058dfaa56f07831ba07503cf54cc2362438036e3659860e6397f40fd61042f8b255bc4289877e986a8f6611278956b3a8d290c7a6e,05/30/2023 05:10:00 PM,M,62.0,HELMET NOT USED,NO ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,BRYN MAWR AVE,41.983148128,-87.71136489,POINT (-87.711364889983 41.983148127979)
O1587519,BICYCLE,62ac0548eb5eff9be047eef5445dbcc8c160d5fcc81a14119a9b19a3a78180493139e6133765c9fab0ba80614f6c818c238a2f6ac0dde918d220f1913b40edf2,05/30/2023 01:30:00 PM,M,53.0,HELMET NOT USED,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,SOLIDARITY DR,41.8664360124,-87.6139983392,POINT (-87.613998339216 41.86643601238)
O1586607,BICYCLE,fbaaf0172036e34d71f65532d50fbe099c81363eeac7ebc8a3f1d4a385f1d52dcd02843d9759dfee1ba4302aa1583e87720f43249ea8d74e76a9acf5015f90c9,05/30/2023 12:45:00 PM,M,42.0,HELMET NOT USED,NO ACTION,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MADISON ST,41.880668499,-87.739980899,POINT (-87.739980898973 41.880668498984)
O1606140,BICYCLE,b925952cfe1b14b4332cb70814eee4128830fa03097195e0b8a3ffdb164cd6d604b03556357fed24ae5ff87078108892da66110ac77e906e6de4ccfb23aa9926,05/29/2023 08:00:00 PM,F,18.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MICHIGAN AVE,41.8578167732,-87.623785007,POINT (-87.623785007005 41.857816773234)
O1586125,BICYCLE,d8ffdafce87414e1372136d1b7f2a1a32143ee83b3b08e169cd656f896a35cabcc7605f08297ef370d7d9f2978eef0b5d5c0ce9ef3306d2e0a3db20cb8574952,05/29/2023 04:21:00 PM,F,36.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,N,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LAWRENCE AVE,41.9688812747,-87.6780104228,POINT (-87.678010422824 41.968881274745)
O1586087,BICYCLE,34b8bb5fba3c2c7e60d7475fd5df0f809cf61e51e702522b5def7277a17716890c37039bcac0c0de82c097c95e4a20af51c80f3d9328b56a4ff6d2cc75c32eef,05/29/2023 02:00:00 PM,M,14.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,Y,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ARCHER AVE,41.8244562296,-87.6875515067,POINT (-87.687551506694 41.824456229628)
O1586015,BICYCLE,9eda8981328cbdf1e08af973a3ca78dd9e360a567dad11a1fc2b8e219f8b1fedcb3e50390d8e7ac8460e4e2223ae1bb400113a6b99c13b9b2b5b719ec5dd7473,05/29/2023 12:27:00 PM,M,14.0,HELMET NOT USED,CROSSING - AGAINST SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,IRVING PARK RD,41.9531678239,-87.7767203871,POINT (-87.776720387061 41.953167823917)
O1585834,BICYCLE,4a39a33bb2374ebb181950cb8d9534f4958c8b56cfb8dfc05da9db67dfefa2a0d5afc0e74919a8f4d67ad44719a8353d5bd939a7b9e0cdd0712d3b3353ed1a64,05/28/2023 10:45:00 PM,M,48.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,UNKNOWN,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,STATE ST,41.8718290816,-87.6276732922,POINT (-87.627673292175 41.871829081642)
O1588271,BICYCLE,4a39a33bb2374ebb181950cb8d9534f4958c8b56cfb8dfc05da9db67dfefa2a0d5afc0e74919a8f4d67ad44719a8353d5bd939a7b9e0cdd0712d3b3353ed1a64,05/28/2023 10:45:00 PM,M,48.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,UNKNOWN,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,STATE ST,41.8718290816,-87.6276732922,POINT (-87.627673292175 41.871829081642)
O1585660,NON-MOTOR VEHICLE,0fa065723624f20990152fac82b73436b6e1af83fc53b4be5c8d6789874f8ec12679e5f40dae841969249b98abef2b4a3f9f65986c7f44f08520c3b647238174,05/28/2023 05:00:00 PM,M,18.0,HELMET NOT USED,OTHER ACTION,DRIVEWAY ACCESS,TEST NOT OFFERED,,15,CLEAR,DAYLIGHT,OTHER OBJECT,ALLEY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,TRIPP AVE,41.9687000805,-87.7343629398,POINT (-87.734362939796 41.968700080475)
O1585637,BICYCLE,89818b5344cd7b0756c4a9ed73b90988d671d5d5111e5857aa45312fedb97e2546a70ca0b87712cce5c4c5cc829ceb629cd51ad55c42bccd12da74331d4c57fe,05/28/2023 04:27:00 PM,M,33.0,HELMET NOT USED,AGAINST TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WELLINGTON AVE,41.9366804826,-87.6408371909,POINT (-87.640837190878 41.936680482599)
O1591101,NON-MOTOR VEHICLE,9ea192a931a428a1f4b8783a39d01bc7543b9ac643ed98063250dd00170cf10a68874238f65d6a2907601058ad238f2cb51066b5d18e5ec98b7d3a78b1a10892,05/28/2023 03:45:00 PM,X,,USAGE UNKNOWN,,,TEST NOT OFFERED,,15,CLEAR,DAYLIGHT,OTHER OBJECT,OTHER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LOWER WACKER DR,41.8874815345,-87.6257518489,POINT (-87.625751848893 41.88748153455)
O1585464,BICYCLE,fcd3152b9e23b089204750a80e80b7f45033bd2b9d8c053c9636f9be8d6b15acfc07aa4bff266c16e17ec72efc766fd89acf52325810df3b39f35c9213d26d2d,05/28/2023 11:30:00 AM,M,43.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LOWER ILLINOIS ST,41.891021704,-87.6240963438,POINT (-87.624096343768 41.891021704025)
O1585421,NON-MOTOR VEHICLE,4cd3cbd871825c0f50962c28c76d18280c547f38ee887e85e4f5d165e9704851189b0cfd633d440d0d7b864f35aa0546fee8c8fd3b31996999fa7b1d7d2b09fc,05/28/2023 09:05:00 AM,,,,,,,,30,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,RACINE AVE,41.8798416094,-87.6572316254,POINT (-87.657231625395 41.879841609391)
O1585221,BICYCLE,ba66499f9cb7c43f02d947a1869bfacca2f8148e39b441b3a0e2bb5daf095192433fc533cddd706d5fd7e703cf6270917068176c486bdb3c49d5b7256be1e6a4,05/27/2023 09:05:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CENTRAL AVE,41.9205046937,-87.7657116128,POINT (-87.76571161278 41.920504693663)
O1585171,BICYCLE,923f2a04b80205934963b2b66c2f083f606729d354bec4bda73760702717fd73a06d072c8ce53f7dc36dd9c405d6e6ace8738ad8ebe9bc57629d535d2aded625,05/27/2023 06:00:00 PM,M,11.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,AVENUE N,41.6517508674,-87.5388155095,POINT (-87.538815509533 41.65175086736)
O1585273,BICYCLE,dac9fe12b6b79b6f35dbcaf10b3fb12647f8bb22d2110284489eb9b51617ffa231461aea5d1031a29cf068e43fa2ee8f813a80d12076c4207b192f37d8f8fa8d,05/27/2023 05:28:00 PM,M,50.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MONTROSE AVE,41.961398949,-87.6923267696,POINT (-87.692326769554 41.961398949031)
O1587315,BICYCLE,fb3dd1e588282743c34d5fac8449a06bf96460583c0daa0a612162b3cbdbf96a6a0d8884d3e0584b0510aa665661f5b6f7ab54f6278762753176c559e71b40b8,05/27/2023 02:50:00 PM,M,16.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ADDISON ST,41.9463614131,-87.7200440015,POINT (-87.720044001505 41.946361413083)
O1585019,BICYCLE,d391d49328c1b9de79b370a7173f40186e7afb2ded12ac21b6ff6dbb47b75101292d0576d51f75d5a89fd228f4f88b6b3fad7d69b005fed52159fb86bc6af7f9,05/27/2023 01:00:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ROOSEVELT RD,41.8667550373,-87.6837146474,POINT (-87.683714647379 41.866755037307)
O1584929,BICYCLE,91ee27b7d220a5ee9354a089b75a4ee4c3a052cedcbed7d7c3f580cd0503c3b96330282833ab343833168b191294f67288c3004c3bdf7576c79126c007576ed3,05/27/2023 12:12:00 PM,M,35.0,HELMET NOT USED,TURNING RIGHT,IN ROADWAY,TEST NOT OFFERED,,10,CLEAR,DAYLIGHT,PEDALCYCLIST,ALLEY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ADDISON ST,41.9471990296,-87.6627499172,POINT (-87.662749917193 41.947199029553)
O1584617,BICYCLE,235b9f01e36a02ec56f0a7c311b9f23881f336289d308113ccda697dba575285fdc95a6ab7909438efb8540cfb3dc42e6f53a3136a0f70d4fa005f7f11b25741,05/26/2023 09:30:00 PM,F,32.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,AUGUSTA BLVD,41.8994821199,-87.6746471944,POINT (-87.674647194388 41.899482119947)
O1584533,BICYCLE,eb56240cf578c6778ab908e240a903a9e23786a99b2c030843b7aad38482a3650edb0c4fafeddbcb206ab3a0c0a2acccca966625d635a74d3e8c49bf12279c6f,05/26/2023 06:34:00 PM,M,21.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CENTRAL AVE,41.984988217,-87.7681529623,POINT (-87.768152962319 41.984988216955)
O1587366,BICYCLE,8cb7fe4eb67c559a08404512d9685ca36dcff04eae3114eec17ef2e01cb7d34cd5f30a2c613dc109d837c15559d3bed8fce3ddde1d61584247dc43c9f24cfe2d,05/26/2023 06:30:00 PM,M,38.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CENTRAL PARK AVE,41.9312012202,-87.7170317702,POINT (-87.717031770247 41.931201220246)
O1584873,BICYCLE,18d3afad32ec5ee7fdf9b9855ec227a670d6ca3ba687634d198b05c412a6287d6dc3342549934446766d7431531bfb05215423955b65583ffedace527b82e0d3,05/26/2023 05:00:00 PM,M,36.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CERMAK RD,41.8524380492,-87.6661522304,POINT (-87.666152230449 41.852438049213)
O1584406,BICYCLE,aea7b9db3454171c7ea0e66bc0c4a9132f51d0c107356f9c8707904d5072a5d89e5c94e563b6b080a426b8c900a446d5ef2d82f1728450898d525098fc45906b,05/26/2023 04:05:00 PM,F,21.0,HELMET NOT USED,WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,MILWAUKEE AVE,41.9097081691,-87.6761936756,POINT (-87.676193675597 41.909708169073)
O1584038,BICYCLE,8868e70f307c3a3823b07e19ac330db51c90f5838fd6375d43c1f735a4e52ca5af4502003f3e83bce89e6b2e2a83a9a41558c4b09a8d6d19850887055f0f3421,05/26/2023 08:15:00 AM,F,0.0,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),DRIVEWAY ACCESS,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.7138346039,-87.6431350143,POINT (-87.643135014349 41.713834603938)
O1583966,BICYCLE,82902b538002a02cf0f5cd16803637704eb96cefa37693a7df61c26252a13b693e458d8df543decbff65b0bb2c12a5774e6a03a23b74ae7a23f2f4df21f5b3f3,05/26/2023 06:58:00 AM,M,35.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DIVISION ST,41.9034813673,-87.6651026857,POINT (-87.665102685655 41.903481367346)
O1583876,BICYCLE,2a2eab40b42d7178fded8d345b270b7a464525df621e94328aa48a81ea29bdb1a1268a6d2e45d0b47c03a772156ae1ae7769e9c7e32a7457af796c259b20c262,05/25/2023 10:02:00 PM,M,,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,BELMONT AVE,41.9401520755,-87.6445257003,POINT (-87.644525700326 41.94015207546)
O1584516,BICYCLE,ad73adf27b7f3a7b93cb3cab13ca15335981dd387d8201bc063adf09b1f0f7177ed05668b87bc87fc71da0be82d3ec02a5910e8d113c4387153012f3eb86d4e4,05/25/2023 06:36:00 PM,M,26.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,CLYBOURN AVE,41.9103963215,-87.649011267,POINT (-87.649011266995 41.910396321517)
O1583759,BICYCLE,ed348a240efab62568ed8acab7bcbad16c72faab06bf779598e3a5bea97b08c282894ab7a43eebeaa42a48e86da0d018f72c2ebdad62be6d18f6a1f5a887f8ec,05/25/2023 05:34:00 PM,M,21.0,HELMET NOT USED,WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ROOSEVELT RD,41.8671088962,-87.6422588014,POINT (-87.642258801375 41.867108896215)
O1583733,BICYCLE,2afa6b67ec9cb9651633ed028ac83c85c0539acdc8d5647f0a5f89ab6e9d085839812116e1956684b2ed78b3cfdc284cc8377aa28b5e03821da26b80497e9fd9,05/25/2023 05:33:00 PM,M,17.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),OTHER ACTION,UNKNOWN/NA,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CALIFORNIA AVE,42.0125523055,-87.6995657026,POINT (-87.699565702559 42.0125523055)
O1583638,BICYCLE,ee10d2e34ec315fe34bcc58b884f2632b4ff9761a141503b057687fd7d0f920140c1bba3afa20cff346531a0727ca32fdd6fd6803719ac3af68bd5c69778a37b,05/25/2023 04:00:00 PM,M,27.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DIVISION ST,41.9034065738,-87.6705169548,POINT (-87.670516954773 41.903406573753)
O1583277,BICYCLE,f68b4f4ae37c8111a7e0968d9172db9f0b175bcafb5cc9af8820cd7702d6e87749f5187e672fd7bec6bd0261db215e1f92e584c9903cf0ab2be3cc39e2ac8016,05/25/2023 07:40:00 AM,,,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,OTHER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ROSCOE ST,41.9432064733,-87.6882561075,POINT (-87.688256107495 41.94320647326)
O1583175,BICYCLE,3481a9bf6e16315d5f87a53308fdbbe6fc20553004ffdec3646ba1bd072103918b93c88cfa888d84e51942997ea65a1af0afbe8c47b2d503480bc7de195de4dc,05/25/2023 06:45:00 AM,F,51.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),AGAINST TRAFFIC,IN CROSSWALK,TEST NOT OFFERED,,30,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ARCHER AVE,41.8421553628,-87.6566342432,POINT (-87.656634243209 41.842155362803)
O1583074,BICYCLE,b4ef002fa485cb150ac7d7ed75daa6ad00ab5234f7fac5f6d06c004005ceeb40ad2f50e09e554621a250f489e08cc4edc92d5f63060883cff5fc84efd2cd2593,05/24/2023 07:25:00 PM,M,25.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,NORTH AVE,41.9105832923,-87.677942724,POINT (-87.677942724003 41.910583292258)
O1583150,BICYCLE,65d0a299d427765fdf3dd182365a3ef6baa3c9d62d94ef3eb739a072993e62358113c4160636d0a16ca70fd63780aee1ad6ac4cc45848ce27cb34b647531e4d4,05/24/2023 07:20:00 PM,M,,HELMET NOT USED,OTHER ACTION,IN ROADWAY,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,HALSTED ST,41.9495570608,-87.6494092962,POINT (-87.649409296213 41.949557060784)
O1583058,BICYCLE,f800272ee72416c9e273ae1a60c4954c79c19e7e9386301c71a00912212a71e70d8e537bd2b41cf993ed032f694934579b21102b617f3b6bb15dc04fbdebc835,05/24/2023 06:15:00 PM,M,44.0,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,EASTMAN ST,41.9070229502,-87.6507939774,POINT (-87.650793977409 41.90702295018)
O1583009,BICYCLE,ee39b8197e244fecb7f1d4db80e6861c6e908cceea03c4ee8b6bd0580174816a6d1d45ae7f8287de03462e1c10b634bf9e8d79a31d5548573ded9e1a59fa8e59,05/24/2023 05:49:00 PM,M,71.0,HELMET NOT USED,UNKNOWN/NA,BIKE LANE,TEST NOT OFFERED,,35,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ROOSEVELT RD,41.8672886544,-87.6451393164,POINT (-87.645139316373 41.867288654444)
O1582889,BICYCLE,e258c38cdbabdbe0e2aad778080d659d760b496561b9a7127e7a644eabe99ccb1e5e02d874737189850b6295ff8a2facbf85dfce63bcfb2e934c2b40315f7f6c,05/24/2023 03:48:00 PM,X,,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HARLEM AVE,41.7939666809,-87.8014433212,POINT (-87.801443321237 41.79396668089)
O1582873,BICYCLE,9a1c4fa66e845f90e38101e95e08e871d860704b44d6dc3bfce53f08a34754d237ab2c28065c41f069c1e3d8f8c54c63aa208b46d6f6adf9d0fc7a9221ba7ce6,05/24/2023 03:45:00 PM,M,64.0,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MANOR AVE,41.9684786702,-87.7027363327,POINT (-87.702736332738 41.968478670155)
O1582892,BICYCLE,df2e5df2c3047442a6718a0466bb5eaf88b63391647bfc777420a2fa847d65432eb302678aefc808e1d79824bf7eaec2c27b339b1f6386534b3a0ae0d86dda84,05/24/2023 03:40:00 PM,M,52.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LOWER COLUMBUS DR,41.8857408067,-87.6205629422,POINT (-87.620562942203 41.88574080669)
O1582793,BICYCLE,50d347c2dbb1db72eae6cf8154cb8cd1d8baf3fc329d5b94460f64a428b9fcccd65c7ddf077c8ed7e00ac1c24d7969b0ab02ae8161c663d1622bf1be56776343,05/24/2023 09:10:00 AM,M,21.0,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,TAYLOR ST,41.8693936394,-87.6651523881,POINT (-87.665152388106 41.869393639406)
O1583125,BICYCLE,57bcfe9166a95aef6f22d4a10353b1d56780342d42c51ef1f6d82c3b37e9a54471cf5bee3782c0b8d77357f1a95254e377e63fdb0f914bb48913013d91a52d16,05/23/2023 10:18:00 PM,M,30.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.9509011575,-87.6497718382,POINT (-87.649771838187 41.950901157508)
O1582385,BICYCLE,480f9c7b59c6ba98d704f8eff3104942f8a6bee3d77ddec0fed281e38ce4d866730a02b4c90432b4d50f7d727e7f70e5e9b12f65c86c9c64eb556a59f0b71543,05/23/2023 07:50:00 PM,M,13.0,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,,,30,CLEAR,DUSK,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WHIPPLE ST,41.7930420278,-87.6997331391,POINT (-87.699733139085 41.793042027823)
O1582377,BICYCLE,a1d46a7c4a60895d93e5335ee5371030eb1927a8929fc5d22233e4ae7cd6c360e48f37ec246791e740fd1782db92104743e2ff7f861b26be5845fd813a109312,05/23/2023 06:02:00 PM,M,39.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.8318186027,-87.645984415,POINT (-87.645984414956 41.831818602662)
O1603602,BICYCLE,0996c29c3adffa8fef26bc5f09ef8e8c133f4e38f5e428b1667085ca2d155fd3b342e31d3c595c7bcc708c437c925970cbec1801aaae87909e17a787be6d7bc0,05/23/2023 05:45:00 PM,M,64.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,KOSTNER AVE,41.9930609845,-87.7384427782,POINT (-87.738442778211 41.99306098448)
